Name,Country,Type,Style,Grape,Fullness,Long Description,Price,Awards,ABV,Volume,ID,Year
Marquis de Pennautier Viognier 2018 PGI Pays d'Oc,France,White,Fruity ,Viognier,DRY,"Château de Pennautier has been in the Lorgeril family since 1620. Nicolas and Miren de Lorgeril are the tenth generation of vignerons at this historic domaine. The nose reveals honeysuckle, fresh apricots and even a hint of sherbet. Crisp and fresh, with flavours following aromas of the nose and a well balanced lingering finish. An excellent apéritif, however also goes well with all manner of salads, quiches, and grilled fish.",11.99,,13.5,75.0,532,2018
Loop Road Organic Pinot Noir,,Red,Fruity ,Pinot Noir,LIGHT,"It is nicely fragrant on the nose showing red cherry, cranberry, floral and black olive characters with hints of toasted nut and gamey notes. The palate is ripe and bright, and displays appealing fruit flavours with fine texture, well structured by polished tannins. The wine is elegant and rounded, and offers lovely drinking.",18.99,,14.0,75.0,534,Unknown
St Hallet Gamekeepers Shiraz Grenache Touriga,,Red,Big ,"Grenache, Shiraz",DRY,"Gamekeeper's Shiraz, Grenache & Touriga parcels are sourced from mostly southern Barossa Valley, with red brown loam over shale soils, perfect for highlighting fresh varietal characters of ripe red fruits with floral and spice notes.",14.99,,14.0,75.0,536,Unknown
The Bourgeoisie Cabernet Sauvignon,USA,Red,Big ,Cabernet Sauvignon,MEDIUM,"Classic Washington Cab Sav this possesses bold blackcurrant and dark cherry flavours with a delightful herbal finish. Refined and elegant this is a fabulous food friendly wine that will enhance dishes from red meats to charcuterie A medium body surrounded by red cherries, refreshing earthy notes and black currant This can be enjoyed with a range of charcuterie.",16.99,,13.5,75.0,537,Unknown
Coney Pizzicato Pinot Noir 2017 Martinborough,New Zealand,Red,Fruity ,Pinot Noir,MEDIUM,"Grown on the Martinborough terrace north of Wellington, by winemakers Debbie Christensen and Emma Easthorpe. The chewy tannins and complex fruit aromas of Martinborough wines shine through in this particularly expressive Pinot Noir. Ripe cherry, black fruits and smoky, savoury overtones with plum and pomegranate fruits combined with spicy, toasty, complex flavours complemented by integrated chewy tannins and a long, savoury finish. Good Kiwi Pinot can be enjoyed in its youth, or over five years. An ideal match with venison, game and pasta.",18.99,,14.0,75.0,538,2017
Val Duna Merlot,,Red,Smooth ,Merlot,MEDIUM,"Romania is rapidly becoming one of the go to countries for high quality, delicious wines that wont break the bank. This Merlot is soft and rounded with fine plum fruit flavours and a hint of spice. Fabulous value!",7.99,,13.5,75.0,539,Unknown
Vire Clesse Pierre Ponnelle,France,White,Crisp ,Chardonnay,DRY,Named after a winemaker who established his first vineyards in 1875 and quickly established a reputation for quality and finesse that continues to this day. This crisp and elegant with citrus and stone fruit flavours an a lovely mineral finish.,15.99,,12.5,75.0,540,Unknown
Viile Metamorfosis Feteasca Alba & Sauvignon Blanc,,White,Crisp ,Sauvignon Blanc,DRY,"Metamorfosis Feteasca Alba & Sauvignon Blanc is richly fragrant, with a lush palate of citrus and acacia that's underpinned by a sophisticated burst of minerality.",8.99,,13.0,75.0,545,Unknown
Peeps California Chardonnay 2018,,White,Rich ,Chardonnay,DRY,"Peeps Chardonnay is the best of both worlds. You can expect a buttery, rich Californian style turbocharged by an elegant European complexity. It's fresh, crisp decadence that pumps with notes of golden tropical fruit.",14.99,,13.5,75.0,546,2018
Errazuriz Estate Series Merlot 2018 Valle de Curicó,Chile,Red,Big ,Merlot,MEDIUM,"Errazuriz source their wines from a range of vinyard sites in the central part of Chile, where the Mediterranean climate and cold nights encourage good fruit purity. Only 50% of the wine has been aged in French oak for added complexity, while retaining fruit character. Youthful in character with a bright crimson colour. A fruit-driven nose, with plenty of soft plum and bramble, and the merest hint of vanilla and spice from the oak, and the blend's 15% Carmenere. Equally at home with pasta in simple tomato-based sauces, as it is with red meat, grilled chops or sausages.",9.99,IWC 2017 - Commended Award,13.5,75.0,548,2018
"Q Cabernet Sauvignon, Alexander Valley",USA,Red,Big ,Cabernet Sauvignon,FULL,"Alexander Valley is one of the most important regions for Cabernet in America. Its warm climate, and rich alluvial soils make it a genuine contender to Napa, producing a style of wine more fruit-driven than its earthy rival. No wonder then, that it's jam packed with superstar winemakers. Ridge Vineyards, Clos du Bois and Geyser Peak all produce flagship wines there. A blend of Cabernet and Merlot, aged in French oak for twelve months, the Q Cabernet is heady with a marriage of intense cassis and summer-pudding fruit, toasty cedar and roasted demerara sugar.",21.99,,13.5,75.0,549,Unknown
Trebuchet Chardonnay 2017 Western Cape,South Africa,White,Rich ,Chardonnay,DRY,"This Chardonnay is made by Journey's End winery, a small vineyard estate renovated, expanded and extensively replanted under the ownership of wine impresario Roger Gabb. In 2013, a 60ft working medieval trebuchet was erected on the estate as a focal point for events. A pale lemon yellow with youthfully green flashes, this wine has characteristic aromas of lime and tropical fruits. Gently crisp on the palate, providing plenty of refreshment. Enjoy chilled on its own, or with white meats.",8.99,,13.0,75.0,550,2017
Errazuriz Single Vineyard Sauvignon Blanc 2017 Casablanca Valley,Chile,White,Fruity ,Sauvignon Blanc,DRY,"The single vineyard blend is sourced from a specific block at La Escultura Estate, which was planted in 1992. This site is benefiting from sandy-loam soil and cool sea breezes. Freshly cut grass aromas complement those of green apple and pineapple, crisp acidity lends freshness to the intense and invigorating palate. The finish is dry and refreshing. Choose this wine if you are thinking of serving baked trout or salmon.",11.99,,13.5,75.0,551,2017
The Long Coast Cabernet Sauvignon,,Red,Big ,Cabernet Sauvignon,MEDIUM,Replete with luscious blackcurrant and dark cherry fruit flavours this delicious Cabernet finishes with a moreish hint of vanilla and white pepper.,10.99,,13.0,75.0,552,Unknown
Mon Plaisir de la Vallee Cabernet Franc 2016 VdF,France,Red,Fruity ,Cabernet Franc,MEDIUM,"""This fresh and vibrant red is stuffed with blackberry and blackcurrant flavours and a spicy finish. It will make a ideal summer red to enjoy with a BBQ or even the Sunday Roast.""",9.99,,12.5,75.0,553,2016
Latis Reserve Malbec,,Red,Fruity ,Malbec,MEDIUM,"This beautifully graceful dry red is bursting with fruit and an earthy warmth. Deep flavours of blackberry and smoky liquorice make this the perfect partner for big flavours. Enjoy with roasted meat, cassoulet or dark chocolate.",12.99,,13.5,75.0,554,Unknown
L'Etoile de Begude Chardonnay 2018 Limoux,France,White,Rich ,Chardonnay,DRY,"Domaine Begude is a small hilltop domaine very close to the town of Limoux, owned and managed by British couple James and Catherine Kinglake. The area is known for its relatively cool climate and hence its ability to produce crisp and aromatic Chardonnay, with characteristics to rival fine Burgundies, but at significantly more palatable prices. Enjoy with butter roasted chicken",15.99,"Decanter 2018 - Bronze Award, IWC 2017 - Bronze Award, Decanter 2017 - Gold Award",13.5,75.0,556,2018
"Decoy Merlot 2017 Duckhorn, Sonoma County",USA,Red,Big ,Merlot,FULL,"Duckhorn Vineyards were founded in 1976 in St Helena, in the heart of the Napa Valley. Their Decoy range is made from vineyards cultivated by several partner growers, but is crafted in Duckhorn's 'house style', with maturation in 100% French oak barrels. An inviting, approachable wine made from nearly 90% Merlot, with a lush sweet-fruited centre of bramble, cherry and plum. Subtle hints of sweet pudding spice lift the nose. Tannins are smooth and supple. Enjoy now or cellar for 3-5 years. Pair with lamb.",27.0,,14.0,75.0,558,2017
Lady Sauvignon 2018 Casablanca Valley,Chile,White,Fruity ,Sauvignon Blanc,DRY,"Casablanca Valley is thought of as Chile's first cool-climate wine region. Its first vineyards were planted in the mid-1980s and quickly established a reputation for producing crisp, focused white wines, owing to the cooling effects of maritime fog and sea breezes. Lithe and lively Sauvignon Blanc that showcases Casablanca's trademark style. Invigorating tropical fruit aromas and herbaceous notes are set against a backdrop of tangy, refreshing citrus. Chill well and enjoy on its own or with fresh seafood.",7.99,,13.0,75.0,559,2018
Lastarria Malbec 2018,Chile,Red,Big ,Malbec,FULL,"Made by Luis Felipe Edwards using grapes grown on loamy clay soil in the Cochalqua Valley. The wine is matured in second and thrid use French and American Oak barrels. Classic Malbec flavours and aromas of plum, blackcurrant and bramble are heightened by delicate floral and sweet spice notes. Great with red meats or with pork and chicken.",7.99,,13.5,75.0,560,2018
Gran Vendema Rioja Crianza 2015,Spain,Red,Smooth ,Rioja,MEDIUM,"A youthful Crianza wine made from 100% Tempranillo, from 10-15-year-old vines around Cenicero in the heart of Rioja. Aged for 12 months in American oak barrels and a further 12 months in bottle before release. Vibrant cherry red, with a nose dominated by raspberry and strawberry fruit and lashings of lifted oaky vanilla notes. The palate is supple and soft, with moderate tannins and an easy-going feel. Supremely versatile, this can be drunk on its own or paired with cured meats, pork chops, and all Mediterranean cuisine.",9.99,,14.0,75.0,561,2015
Château des Maures 2015 Lalande de Pomerol,France,Red,Big ,"Cabernet Sauvignon, Merlot, Cabernet Franc",MEDIUM,"A soft, plummy claret with concentrated black fruits and well structured tannins. Perfect served with roast meats or a variety of strong cheeses.",15.99,,14.0,75.0,562,2015
Making Tracks Shiraz-Cabernet,Australia,Red,Big ,Shiraz,MEDIUM,"Australia thrust the full potential of wine blending in the world's spotlight. Penfolds, the country's most celebrated brand, swears by the practice. You loved Making Tracks Shiraz, so we set the winemaker a task - make it better.",9.99,,14.0,75.0,563,Unknown
Winzer Krems Gruner Veltliner 2018,Austria,White,Crisp ,Gruner Veltliner,DRY,"Crisp, refreshing and the perfect accompaniment to Weiner Schnitzel this fine Gruner abounds in flavours of peach and citrus and finishes with notes of minerals and pepper.",9.99,,12.5,75.0,564,2018
"Bodega Lorca 'Esoterica' Bonarda 2018, Uco Valley",,Red,Big ,Bonarda,MEDIUM,"Bonarda is a variety on the up. Actually, the second most planted varietal in Argentina, it looks remarkably like Malbec in the glass. However, it delivers softer tannins, slightly more juicy-acidity, and lower alcohol. Furthermore, because Malbec is so popular little-known Bonarda remains a BARGAIN! So what does it taste like? Intense purple, with lovely notes of sweet black fruits, wild herbs and just a delicate touch of oak ? this is a delicious red. Very finely balanced with excellent fruit concentration it?s elegant, juicy and fresh.",11.99,,13.5,75.0,565,2018
Domaine Fichet Macon Burgy,France,White,Rich ,Chardonnay,DRY,"Situated a little to the east of the more well-known village of Lugny in the Mâconnais, Burgy produces elegant white Burgundies from some of the best vineyards in the region. Grapefruit and apples fill the air the moment this wine is poured, with tastes of apples and gentle vanilla oak. This Macon Burgy has a long finish which grabs you, whether you want to be grabbed or not. I could drink this every weekend without getting bored. It goes well as a light picnic wine as well as with a bowl of popcorn.",13.99,,13.0,75.0,566,Unknown
Saintsbury Pinot Noir 2014 Carneros,USA,Red,Fruity ,Pinot Noir,FULL,"The ethos of producing wine that maintains the hallmark of the vineyard rather than simply the mark of the producer dominates the winemaking philosophy for the Carneros Pinot Noir. Gentleness and restraint are critical in the selection of the grapes and in the élevage. Ripe red-fruit aromas with bitter black cherry, spice, cigar tobacco, mocha and vanilla. A ripe and textured palate of integrated tannins, red-fruit and spice with a fresh, weighty finish. Drinking well over the next four years, partner with duck, lamb and game.",26.0,,14.0,75.0,567,2014
Waimea Estate Pinot Noir 2017 Nelson,New Zealand,Red,Fruity ,Pinot Noir,MEDIUM,"Grown in Nelson, to the west of Marlborough, on stony loam soils with high sunshine hours and a moderating Maritime influence. The winemaking philosophy blends Old World techniques with pioneering methods now becoming commonplace in the New World. An elegant nose of black cherry, rose petal, cranberry and subtle oak with hints of spice. A medium bodied wine with luscious dark cherry, blossom fruits, silky soft tannins, and a generous mouthfeel. An excellent partner to red meat and game dishes or mushroom flavoured sauces. A wine to be enjoyed over the next four years.",14.99,"Decanter 2019 - Bronze Award, IWC 2018 - Bronze Award, IWC 2017 - Silver Award",13.5,75.0,568,2017
Hospices de Beaujeu 2017,France,Red,Fruity ,Gamay,MEDIUM,In existence since 1240 the Hospice de Beaujeu have received numerous donation of land over the years and now own 80.5 hectares of vineyards. This Gamay has a classic Burgundian character with lots of fruit flavours and woody notes.,10.99,,13.0,75.0,569,2017
Dog Point Sauvignon Blanc 2017 Marlborough,New Zealand,White,Fruity ,Sauvignon Blanc,DRY,"Dog Point is Marlborough's Wairau Valley on the south island. Grapes enjoy a long, cool growing season with little rainfall, enabling the development of vibrant fruit flavours. An enticing bouquet of ripe citrus and tropical fruits underlined by a steely minerality. The palate is fresh, concentrated and full bodied with an excellent balance between fruit and acidity. Enjoy with king prawns in a fresh lime dressing on a warm summer's day.",19.99,,12.5,75.0,570,2017
Peeps Lodi Zinfandel,,Red,Big ,Zinfandel,MEDIUM,"Peeps Lodi Zinfandel is crafted by a family of pioneering winemakers and growers whose experience dates back to 1968. It's now run by the third generation of the family and, to this day, practices its learned skills and traditions to craft consistently excellent Zinfandel. Peppery, lively and rich in ripe dark fruit and blackberry aromas - Zinfandel is the perfect foodie red. Partner with slow-roasted meat dishes and hearty steaks for a truly indulgent dining experience!",14.99,,14.0,75.0,571,Unknown
"Chateauneuf-Du-Pape Blanc, Famille Perrin, Les Sinards 2016",France,White,Rich ,"Grenache, Roussanne, Clairette, Grenache Blanc",DRY,,34.99,,14.5,75.0,573,2016
Making Tracks Cabernet Sauvignon 2017,Australia,Red,Big ,Cabernet Sauvignon,MEDIUM,This is a classic Australia Cab with rich blackcurrant and dark cherry flavours bound up with hints of vanilla and well integrated spicy oak.,9.99,,13.0,75.0,574,2017
Vinologist Chenin Blanc 2019,,White,Fruity ,"Chenin Blanc, Chenin Blanc",DRY,"The nose delicate yet complex with its aromas of fig, melon and greengage and subtle whiffs of citrus blossom, jasmine and chamomile. Nectarine, white peach, pineapple and yellow apple follow through onto a very intense, balanced palate.",9.99,,13.0,75.0,575,2019
"Mon Plaisir De La Vallee, Sauvignon Blanc, VdF 2018",France,White,Fruity ,Sauvignon Blanc,DRY,This vibrant and fresh wine is ideal for the summer months. Packed with citrus and tropical fruit flavours it really pack a punch.,8.99,,12.0,75.0,577,2018
Stellenrust Chenin Blanc B28 2018,,White,Fruity ,"Chenin Blanc, Albariño, Chenin Blanc",DRY,"The nose shows beautiful ripe yellow fruit supported by lime on the nose. These flavours carry forward to a palate of peach and apple, supported by refreshing acidity.",14.99,,14.0,75.0,578,2018
Laurus Viognier,,White,Rich ,"Viognier, Gamay",DRY,A fine nose of white flowers with a delicate toasted note. The palate is lively and mineral with flavour of apricot and fresh pineapple and a long and elegant finish.,12.99,,13.5,75.0,582,Unknown
Pouilly Loche Les Mures Trou,,White,Rich ,Chardonnay,DRY,"Founded in the 1900s and now run by the fifth generation of the family, Domaine Trouillet's Pouilly Loche has lively citrus and apple flavours and a fine mineral finish typical of the appellation.",22.49,,13.5,75.0,583,Unknown
Montes Single Vineyard Merlot 2016,Chile,Red,Big ,Merlot,FULL,"Exclusively blended for Majestic the grapes for this wine are treated with the utmost care to achieve a wine that is soft and flavourful yet with enough structure to have a long life ahead of it once in bottle. Intense favours of ripe red fruit such as strawberry, plum and cherry abound. Twelve months in oak barrels adds a spicy note and provides the structure that allows the wine to develop in bottle. This will be perfect with nice pink roast lamb.",11.99,,14.5,75.0,584,2016
Pouilly-Fuissé 2017 Domaine Cordier,France,White,Rich ,Chardonnay,DRY,"From the Domaine Cordier estate with vines grown in Fuissé village and Vergisson, yields of 40 hectolitres per hectare and 15% new oak this is a modern, sumptuous interpretation of the full-bodied style of Pouilly Fuissé. Very forward with ripe tropical peach and a rich (but not over-powering) use of toasty oak make this a wonderfully full style of Fuissé. Length on the finish is long and harmonious. Slightly more upfront oak and fruit than some of Cordier's other wines, a creamy dish like stroganoff would complement a wine like this.",22.99,,13.5,75.0,586,2017
Cloudy Bay Chardonnay 2016 Marlborough,New Zealand,White,Rich ,Chardonnay,DRY,"Cloudy Bay is a cult wine and, clever marketing aside, there is no denying the quality of this Chardonnay. A cool climate location and lots of sunshine means long, slow ripening - a recipe for success with Chardonnay. A complex nose that ranges from figs and lemon butter to more savoury elements of fresh hay with hints of butterscotch. The palate is substantial and rounded with toasty complexity and a long finish. Eminently drinkable now but it will reward those with the patience to age the wine for a further 3 to 4 years.",28.0,,13.5,75.0,591,2016
Domaine des Croix Quincy 2017,France,White,Fruity ,Sauvignon Blanc,DRY,"Domaine des Croix Quincy is crafted at Domaine Jacques Rouzé - a family-owned Quincy winery. To this day, it's overseen by third-generation winemaker Sylvie Rouzé whose experience and expertise are demonstrated in the impeccable balance of the wine and its expressive character. For Loire excellence, Domaine des Croix Quincy is a natural choice. Think of the crisp, green-fruit aromas of Sancerre and Pouilly-Fume and then introduce a touch of citrus and white flowers, delivered in a satisfyingly rounded sip. Elegant, polished and a stunning choice for summer sipping - enjoy alone or with seafood dishes for a stylish pairing.",16.99,,13.0,75.0,592,2017
Santa Rita 120 Viognier 2017 Central Valley,Chile,White,Fruity ,Viognier,DRY,"Sourced from a number of vineyard sites across Chile's Central Valley. Free-run juice and light pressings have been used to maintain a light and crisp feel to the wine, with a long 3-week fermentation period followed by 2 weeks on lees for softness of texture. Lively and crisp, avoiding the big, oily texture of many a Viognier, and focusing instead on the flavours of apricot and pineapple, and delicate floral aromas. Soft in mouthfeel, with a refreshing finish. Drink with Chinese-style chicken or prawn dishes, sushi or a stir-fry.",8.99,,13.5,75.0,593,2017
"Clouston & Co Sauvignon Blanc 2017, Marlborough",,White,Fruity ,Sauvignon Blanc,DRY,,13.99,,13.0,75.0,594,2017
Down the Lane Shiraz Tempranillo,Australia,Red,Big ,"Tempranillo, Shiraz",MEDIUM,Despite being dubbed 'Down the Lane' these grape varieties have been on an adventure that would put Bilbo Baggins' to shame. Never mind an illicit riddle game these grapevines have travelled continents to bring you this delicious bottle of red.,10.99,,14.0,75.0,595,Unknown
"Main Divide Riesling 2015 Pegasus Bay, Waipara",New Zealand,White,Sweet ,Riesling,MEDIUM,"The Waipara valley is 30 minutes' drive from Christchurch in the Canterbury region, and this wine is named in honour of New Zealand's Southern Alps, known locally as the Main Divide, which lies to the west. Some botrytized grapes were added to provide a honeyed richness. Slightly off-dry in style, the palate is attacked with wave after wave of honeysuckle, ripe apricot and lime, with a minerally undercurrent and zippy acidity. Rich and viscous, this wine can be enjoyed by itself but will also harmonise with oysters or chinese duck.",13.99,,13.0,75.0,596,2015
Song Sparrow Merlot,,Red,Big ,Merlot,MEDIUM,"Jancis Robinson MW called the 2016 vintage ""direct and lively"". Forget run-of-the-mill Merlot. Washington State's sunshine hours are bringing back the soothing sipper full with flavour. This is packed with plum, blackberry and mocha.",10.99,,14.0,75.0,597,Unknown
Ferdinand Mayr Riesling,,White,Fruity ,Riesling,DRY,"Rich taste, very gentle and smooth, fresh. Intense and mature flavour to soothe your taste buds",12.49,,12.5,75.0,603,Unknown
Champ Libre Chenin Blanc 2017,France,White,Fruity ,"Chenin Blanc, Chenin Blanc",DRY,"Chenin Blanc has been grown by the Loire for over 100 years and is something of a regional speciality. Aromas of golden apple & ripe citrus with peachy flavours & a tangy apple skin finish. Match with thai dishes, pan fried fish or roast chicken",11.99,,11.5,75.0,604,2017
"BenMarco Malbec 2018 Dominio del Plata, Mendoza",Argentina,Red,Big ,Malbec,FULL,"This Mendoza Malbec's made by Argentina's first ever female enologist, Susana Balbo. Grapes catch cooler evenings high up at 1,110 metres above sea level. This brings a lip-smacking acidity to a bouquet of blackberry, vanilla and sweet spice.",14.99,IWC 2017 - Silver Award,14.0,75.0,607,2018
Tikves Vranec Merlot 2017/18,Macedonia,Red,Big ,Merlot,LIGHT,"Vranec translates to 'strong, black, powerful horse'. The metaphor is no mistake - wine made from this robust grape is known for its abundance of taste. The wine is known as 'black wine' in Macedonia. It's only found in a pocket of Eastern Europe. If you like a Bordeaux blend, you'll love its endless layers of flavour. Full or delicious fruit flavours - think strawberries, blackberries and redcurrants - this elegant red finishes with just a hint of smokiness.",9.99,,12.5,75.0,612,2017
Puligny-Montrachet 1er Cru 'Les Perrieres' 2015 Domaine Jomain,France,White,Rich ,Chardonnay,DRY,"From a small parcel within Puligny's Premier Cru vines, situated on the gently sloping east-facing slopes of this classic vineyard. This wine is supremely refined, with a nose nuanced with honey and flowers. Ample feel and a fine structure on the palate. Enjoy over the next 5-8 years, with poached fish dishes.",70.0,,13.0,75.0,615,2015
Parcel Series Chilean Pinot Noir,Chile,Red,Big ,Pinot Noir,LIGHT,"A pale ruby red juice emits delicate flavours of rose petals, strawberry and redcurrants. It's an aromatic, silky-smooth cocktail of a Pinot - and you'll only find it here.",13.99,,14.0,75.0,616,Unknown
Cloudy Bay Pinot Noir 2016 Marlborough,New Zealand,Red,Fruity ,Pinot Noir,MEDIUM,"New Zealand is one of the few places in the world where this grape variety achieves elusive perfection, and the highly esteemed Cloudy Bay Estate have surpassed themselves in the production of this innovative Pinot Noir. Delicate confected nose, with vanilla and hints of spice. A seductive palate, where dark cherries and strawberries are complemented by toasty characters and silky tannins. A complex and textured finish. Try this with slow-cooked pork belly or a wild mushroom risotto.",33.0,,14.0,75.0,619,2016
Denis Marchais Viognier,,White,Fruity ,Viognier,DRY,,11.99,,13.5,75.0,621,Unknown
Kendermanns Riesling Kabinett,,White,Sweet ,Riesling,OFF DRY,This vintage was actually rather good for Riesling as the golden autumn with warm day-time temperatures and cool nights allowed excellent flavour ripening whilst still retaining crisp acidity This Riesling Kabinett has only 8.5% abv and is delightfully fragrant with aromas of vineyard peach with a touch of apple and grapefruit. On the palate it is off-dry to taste with a crisp and refreshing lick of acidity An enjoyable compliment to Thai green curry or any dishes containing a hit of spice.,9.99,,8.5,75.0,624,Unknown
"Burke and Wills Chardonnay, Australia",,White,Crisp ,Chardonnay,DRY,Rich and fruity with abundant lemon and apple flavours bound up with notes of vanilla.,8.99,,12.0,75.0,625,Unknown
"Sacred Hill Reserve Merlot, 2018",New Zealand,Red,Fruity ,"Cabernet Sauvignon, Merlot",MEDIUM,"The Mason family has been determined to do whatever it takes to make great wine. Hawke's Bay is the oldest wine region in New Zealand and sits on the east coast of New Zealand's North Island. The Reserve Merlot is a blend of the classic fleshy Merlot with a dash of Cabernet bringing structure and tension. For the cork dorks, the wine is matured in French oak, of which 15% is new and the rest is second and third fill.",15.99,,13.5,75.0,627,2018
Lorca Esoterico Cabernet Franc,Argentina,Red,Big ,Cabernet Franc,LIGHT,"Bursting with aromatics, it's reminiscent of crushed black peppercorns, fragrant spice and just a delicate touch of oak. Very finely balanced with good concentration of ripe red and black fruits, soft tannins and delicate acidity, it's a stunning Cabernet Franc.",11.99,,13.5,75.0,628,Unknown
"Revival Zinfandel, California",,Red,Smooth ,Zinfandel,MEDIUM,"Fruity notes of plum and dark berry, with a slight smoke and vanilla taste on your pallet, with a nice dry tannin finish leaving you wanting more",10.99,,14.0,75.0,629,Unknown
"Cuvee Dissenay Chardonnay, IGP Pays d'Oc",,White,Rich ,Chardonnay,DRY,"Aromas of ripe peach, honey and melon are followed by subtle toasted notes and an elegant and smooth finish.",10.99,,13.5,75.0,630,Unknown
Villa Vito Pinot Grigio Magnum,Italy,White,Crisp ,Pinot Grigio,DRY,"Prices of Pinot Grigio from better-known regions, Veneto, Friuli, are rising. So, to shave a few quid off the price and save you a packet when stocking up, Italy buyer James headed to a winery in Abruzzo. With modern-day pioneering winemakers on-side, it's now Italy's flourishing region. If you get in before word spreads, you'll reap the rewards. Aromatic notes of lemon, white flowers and green fruit are chased by a clean, refreshing finish. It'll boost your seafood, white-fish and salad dishes with wonder.",14.99,,12.0,150.0,635,Unknown
Lay and Wheeler Rioja Gran Reserva 2011,Spain,Red,Smooth ,Rioja,FULL,"Lay and Wheeler, our sister company, are experts when it comes to fine wine and they have managed to source this fabulous Gran Reserva from one of the most prestigious Rioja producers at a fabulous price. Drinking beautifully now this has loads of plum and bramble fruit and an intense finish.",30.0,,13.5,75.0,636,2011
Le Grand Retour Malbec 2017,France,Red,Big ,Malbec,MEDIUM,"This cuvee was created to celebrate the rebirth of the Cahors region and is packed with the classic flavours of French Malbec - Blackberry, Plum, Raspberry. Silky smooth with velvety tannin this is a powerful and pungent treat.",11.99,,13.0,75.0,638,2017
Escarpment Chardonnay 2017,,White,Rich ,Chardonnay,DRY,Burgundian inspired the powerful flavours of white peach are combined with a beautiful flinty mineral backbone. Lees stirring adds complexity to this exceptional Martinborough Chardonnay.,17.99,,13.5,75.0,640,2017
Hierogram Old Vine Lodi Zinfandel,,Red,Fruity ,Zinfandel,MEDIUM,"Subtle but very complex nose. Very dark color, cherry, tobacco flavor. Hearty, zin flavors. Warm, moderate mouth feel.",14.99,,15.0,75.0,641,Unknown
Christopher Michael Oregon Pinot Noir,,Red,Fruity ,Pinot Noir,LIGHT,"This wine is an elegant Pinot Noir that displays aromas of pomegranate, redcurrant and cigar box. On the pallet there are note of cherry, raspberry, spices and tobacco. Elegant notes of red and black cherry accompanied by spice and black currant. A beautifully delicate wine like this should accompany a selection of cold meats, including chicken and turkey.",17.99,,13.5,75.0,643,Unknown
Majestic Loves Merlot Magnum,,Red,Big ,Merlot,MEDIUM,"Elegant and deep taste with silky tannins, notes of red berries turns into a long and rich aftertaste. This mature wine could be self-sufficient gradually changing in the glass, and perfectly complement meat dishes.",15.99,,13.0,150.0,644,Unknown
Poligonos Tupungato Alto Malbec,Argentina,Red,Big ,Malbec,MEDIUM,"A structured, big bold flavours, dry, no oak, aged in cement. A very typical and welcoming Malbec. Aromas and tastes is expressive of blueberry, plum, cassis, pepper, racy tannins and active acidity, clean and powerful finish that is spiced, fruity, and peppery",19.99,,13.5,75.0,645,Unknown
Rioja Prado Enea Gran Reserva 2010 Muga,Spain,Red,Smooth ,Rioja,FULL,"Terraced plantings on the clay and alluvial soils at the foot of the Obarenes mountains at the Western edge of Rioja Alta form the basis for Prado Enea Gran Reserva. The wine spends 6 months in vat, 36 months in small barrel and the same period in bottle before release. An elegant, perfumed and complex nose with violet, wood-smoke, vanilla and red berry aromas. A rich, rounded palate of sweet red berries, wood spices and fresh acidity and a long and complex finish. A wine that can age for up to 5 years or be enjoyed right now, particularly with game, grilled meats, soft cheeses.",49.99,,14.0,75.0,646,2010
"Xanthos California Cabernet Sauvignon, 2017",,Red,Big ,Cabernet Sauvignon,MEDIUM,"Xanthos greets you with a deep, dark plum/blackberry color in the glass and a nose of sweet black and blue fruit and dark chocolate. Velvety smooth and soft in the mouth with polished tannins, flavors of black plum, cocoa, anise, and blackberry jam fill out the profile of this California red. Fruit forward but balanced with good acid making it easy drinking for all occasions.",10.99,,14.5,75.0,648,2017
Soumah Chardonnay 2018,Australia,White,Rich ,Chardonnay,DRY,The grapes are picked early to ensure freshness in this fruity and elegant Chardonnay. Citrus and apple flavours are wrapped in a silky texture; barrel ageing adds complexity and depth.,17.99,,13.0,75.0,650,2018
Sibaris Gran Reserva Cinsault,,Red,Big ,Cinsault,MEDIUM,"This wine has an intense cherry red colour. On the nose it is very perfumed, with aromas of red fruits such as: strawberry, raspberry, currant and pomegranate, accompanied by floral notes and spices such as, cardamon and licorice. In the mouth, it is fresh and complex, with touches of wild fruits. It has a medium body, soft, elegant tannins and rich acidity. It is an ideal fresh wine to enjoy from now until the next 5 years.",12.99,,13.5,75.0,652,Unknown
"Rawson's Retreat Riesling 2016, South East Australia",,White,Rich ,Riesling,DRY,"Fresh, zesty citrus notes with a balanced sweetness burst through a crisp, fresh base. With an elegant finish, this will pair flawlessly with white meats, fish and salads to bring added excellence to your table this summer.",9.99,,12.5,75.0,654,2016
Poste Restante Organic Tempranillo,,Red,Smooth ,Tempranillo,MEDIUM,"Vibrant and juicy this unoaked Tempranillo allows the character of the grape to shine through with flavours of redcurrant, herbs and liquorice to the fore.",9.99,,14.0,75.0,655,Unknown
"Composition II Malbec, Mendoza",,Red,Big ,Malbec,MEDIUM,,12.99,,13.5,75.0,656,Unknown
Domäne Wachau Weissenkirchen Federspiel Riesling 2017,Austria,White,Sweet ,Riesling,DRY,"When Jancis Robinson described Domäne Wachau as ""the best co-op in the world"" it came as no surprise. Under the guidance of Roman Horvath, one of just three Masters of Wine in Austria, the co-op has established itself as one of the finest producers of Riesling and Grüner. This graceful Riesling from the steep Weissenkirchen commune has pronounced apricot notes with hints of lemon grass and gooseberry.",12.99,,12.5,75.0,657,2017
